RECRUITED_PERCENTAGE_LESS_THAN;В армию призвано меньше §Y$VAL$§W% от возможного числа солдат.\n;X
RECRUITED_PERCENTAGE_MORE_THAN;В армию призвано как минимум §Y$VAL$§W% от возможного числа солдат.\n;X
SEPARATISM_TECH;Сепаратизм;X
INC_RES_TECH;Очки исследования;X
TOTAL_POPS_NOT_TR;$WHERE$: число групп жителей меньше §Y$VAL$§W\n;X
TOTAL_POPS_TR;$WHERE$: число групп жителей больше или равно §Y$VAL$§W\n;X
IS_CRIME_NOT_HIGHER_THAN_EDU_TR;Расходы бюджета на §Yобразование§W выше, чем на управление\n;X
IS_CRIME_HIGHER_THAN_EDU_TR;Расходы бюджета на §Yуправление§W выше, чем на образование\n;X
ANY_AT_WAR_STARTS;Любой противник в войне;X
REBEL_POWER_LESS_THAN;Сила повстанцев меньше §Y$VAL$§W%.;X
REBEL_POWER_MORE_THAN;Сила повстанцев больше или равна §Y$VAL$§W%.;X
POP_TYPE_PERC_NOT;$NAME$ составляют не больше §Y$VAL$%§W населения\n;X
POP_TYPE_PERC;$NAME$ составляют как минимум §Y$VAL$%§W населения\n;X
MAJORITY_IS;Большинство населения - ;X
MAJORITY_IS_NOT;Большинство населения - НЕ ;X
ICL;Исландия;X
ICL_ADJ;Исландск.;X
ISR;Израиль;X
ISR_ADJ;Израильск.;X
BYZ;Византийская империя;X
BYZ_ADJ;Византийск.;X
BYZ_conservative;Националистическая партия;X
BYZ_reactionary;Партия Палеологов;X
BYZ_liberal;Либеральная партия;X
BYZ_anarcho_liberal;Модернистская партия;X
BYZ_socialist;Социалистическая партия;X
BYZ_communist;Коммунистическая партия;X
BYZ_fascist;Фашистская партия;X
ISR_conservative;Херут;X
ISR_reactionary;Объединенный религиозный фронт;X
ISR_liberal;Прогрессивная партия;X
ISR_anarcho_liberal;Партия общих сионистов;X
ISR_socialist;МАПАМ;X
ISR_communist;Коммунистическая партия;X
ISR_fascist;Союз сильных;X
ICL_conservative;Партия независимости;X
ICL_reactionary;Гражданская партия;X
ICL_liberal;Прогрессивная партия;X
ICL_anarcho_liberal;Лучшая партия;X
ICL_socialist;Социалистическая партия;X
ICL_communist;Коммунистическая партия;X
ICL_fascist;Фашистская партия;X
ANY_CORE_LIMITED;Для всех национальных провинций, таких что:\n;X
ANY_CORE_NORMAL;Все национальные провинции:\n;X
POLITICS_NOT_BEFORE;Мы должны подождать до §Y$DATE$§W, прежде чем сможем снова поменять правящую партию.;X
POLITICS_NOT_ACCEPTED;§Y$WHICH$§W в нашем государстве находятся под запретом.;X
RELEASE_PRESTIGE;Престиж: ;X
RELEASE_INFAMY;Бесчестье: ;X
PROV3247;Западные Гавайи;X
PROV3248;Запад Магелланова пролива;X
EVTDESC1002;Группа либералов, недовольных экономической несвободой и темпами парламентских реформ, образовала новую партию. Либерало-анархисты - это революционный авангард либеральной идеологии, и они не колеблясь используют любые средства, дабы достичь своих идеалов воли и свободной торговли как на территории державы $COUNTRY$, так и за ее пределами.;X
SOMEONE_HAS_ADDED_STATUS_QUO;Мы не можем добавить цель войны, если другая держава стремится сохранить §Yстатус-кво§W.;X
NO_INTERVENTION_NOT_ENOUGH_OPINION;Чтобы мы могли вмешаться в войну, мнение целевой державы о нас должно быть как минимум §Y$REQLEVEL$§W.;X
peking_convention_title;Пекинский договор;X
peking_convention_desc;Со времен Нерчинского договора 1689 года в качестве естественных границ между Россией и Китаем рассматривались берег реки Аргуни и Хинганский хребет. В середине XIX столетия Российcкая империя стала постепенно расширять свое влияние на юг, на территорию между рекой Амур и Становым хребтом. Вскоре Англия и Франция начали против Китая вторую опиумную войну, надеясь с помощью захвата Пекина и грабежа летних дворцов побудить китайского императора к перезаключению кабальных договоров. Этим воспользовался русский уполномоченный, граф Николай Павлович Игнатьев: он смог убедить китайцев, что только русское посредничество и поддержка помогут избежать оккупации столицы. Ценой за такую помощь стало заключение Пекинского договора, который подтвердил приобретения России по Айгунскому договору 1858 года, а также передал ей территорию между Тихим океаном и рекой Уссури. В результате, не сделав ни одного выстрела, Россия получила почти миллион квадратных километров.;X
russian_vladivostok_title;Владетель Востока;X
russian_vladivostok_desc;В июле 1860 года в бухте Золотой Рог на Тихом океане русским военным транспортом "Маньчжур" был основан город, получивший название Владивосток, владетель Востока. Он должен был стать важнейшим торговым портом и военно-морской базой России на Дальнем Востоке. А со временем Владивосток превратился в центральный узел Транссибирской железной дороги, равно как и в крупный научный, культурный и промышленный центр. Русские императоры мечтали о том, что город станет точкой, связывающей воедино Восток и Запад. Возможно, когда-нибудь железная дорога во Владивосток заменит Суэцкий канал в перевозке товаров и сырья между Европой и Азией.;X
EVTNAME80000;Договор в Пекине;X
EVTDESC80000;Русские требуют, чтобы мы уступили этим наглым ворам часть принадлежащей нам по праву территории. Это возмутительно, но, кажется, у нас нет выбора. Если мы согласимся, они помогут отстоять наш суверенитет в борьбе с другими европейскими державами. В случае же отказа у нас не будет сил дать им отпор.;X
EVTOPTA80000;У нас нет выбора, надо подписывать;X
EVTOPTB80000;Пусть царь отправляется восвояси!;X
EVTNAME80001;Китай отказывается от договора;X
EVTDESC80001;Эти неблагодарные китаезы скорее умрут, чем согласятся удовлетворить наши справедливые требования. Что ж, возможно, нам стоит пойти навстречу желаниям наших упрямых азиатских соседей.;X
EVTOPTA80001;Россия никогда не уступит ни пяди своей земли!;X
OL_SIEGES;Оккупации;X
IS_NOT_BIG_PROD_TRIG;НЕ является основным производителем товара §Y$VAL$§W.\n;X
IS_BIG_PROD_TRIG;Является основным производителем товара §Y$VAL$§W.\n;X
HAVE_LOWER_RANK_THAN;Ранг ниже ;X
HAVE_HIGHER_RANK_THAN;Ранг выше ;X
MUST_NEGOTIATE_WITH_WAR_LEADER_STATUS_QUO;Мы должны вести переговоры с §Yлидером войны§W, поскольку они стремятся сохранить §Yстатус-кво§W, а мы преследуем другие цели.;X
law_of_guarantees_title;Закон о папских гарантиях;X
law_of_guarantees_desc;В 1871 году молодое итальянское королевство приняло так называемый "закон о папских гарантиях", который должен был решить "Римский вопрос". Закон гарантировал Папе Римскому почти те же права, что и самому итальянскому королю, в частности право принимать и отправлять послов. Однако папа Пий IX отказался подчиниться закону, рассматривая его как посягательство на суверенитет Папского престола. Окончательно эта проблема была урегулирована только Латеранскими соглашениями 1929 года. Тем не менее, принятие закона означало, что отныне и навеки столица итальянского королевства будет находиться в Риме.;X
form_byzantine_empire_title;Царь царей, правитель правителей;X
form_byzantine_empire_desc;С падением Османской империи претензии турок на византийское наследство, вероломно украденное у нас в темный 1453 год, стали лишь потускневшими воспоминаниями. Константинополь, самый желанный в мире город, вновь, спустя столетия турецкой оккупации, находится в греческих руках. Проходят годы и столетия, и то, что было нашим, возвращается к нам. Базилевс, объявите, наконец, о восстановлении Римской империи!;X
form_israel_title;Декларация Бальфура;X
form_israel_desc;"Правительство Его Величества с одобрением рассматривает вопрос о создании в Палестине национального очага для еврейского народа и приложит все усилия для содействия достижению этой цели..."\n\nПоскольку мы обладаем огромным влиянием в Иудее и в Леванте, древней родине еврейского народа, мы можем издать декларацию, выражающую наше благосклонное отношение к созданию в Палестине еврейского государства.;X
BYZ_absolute_monarchy;Византийская империя;X
BYZ_proletarian_dictatorship;Союз красных фем;X
BAB;Вавилон;X
BAB_ADJ;Вавилонск.;X
BAB_conservative;Партия "Свод законов";X
BAB_liberal;Партия "Висячие сады";X
BAB_reactionary;Партия "Помощники Хаммурапи";X
BAB_communist;Партия "Зиккуратов";X
BAB_anarcho_liberal;Народный фронт "Ама-ги";X
BAB_socialist;Партия "Строители башен";X
BAB_fascist;Партия "Вавилонский зоопарк";X
build_the_tower_of_babylon_title;Вавилонская башня;X
build_the_tower_of_babylon_desc;Мало что изменилось в мире за те тысячи лет, что прошли со времен самого величайшего проекта во вселенной, инициированного нашими гордыми предками. А с тех пор как на мировой политической арене появился независимый Ирак, ходят разговоры... очень странные разговоры... что пора вновь начать строительство Вавилонской башни! Учитывая современный уровень развития технологий, кто знает, может быть, этот проект и смогут завершить?;X
EVTNAME4430;Требования реформ;X
EVTDESC4430;"И любовь заставляет нас менять наше отношение к самим себе".\n-- группа "Queen"\n\nПолитическая ситуация в нашей стране резко ухудшилась за последнее время: все больше и больше наших преданных подданных ставят под вопрос мудрость не слишком представительной Верхней палаты. Сенат все чаще рассматривается как учреждение, в первую очередь ответственное за постоянное удушение любых попыток политических реформ. Люди требуют изменения основ Верхней палаты, полагая необходимым организовать представительство в ней более широких слоев населения.;X
EVTOPTA4430;Безумие смеется, когда мы ломаемся под тяжестью стресса;X
EVTOPTB4430;Почему мы не можем дать самим себе еще один шанс?;X
ADM_DESC;Расходы на управление идут на обеспечение плавной работы нашего государственного аппарата и содержание чиновников, что увеличивает эффективность управления. Низкая эффективность управления означает, что при любых правительственных расходах мы в действительности тратим больше, чем полагается. То есть при определении фактических расходов базовая стоимость всех государственных затрат всегда увеличивается обратно пропорционально нашей эффективности управления.;X
RELEASE_PLAY_AS;Игра за нее;X
EGY_921;Палестина;X
raise_the_bonnie_blue_flag_title;Флаг "Бонни Блу";X
